,0
5797,3
5798,8
5799,2
5800,5
5801,3
5802,5
5803,2
5804,6
5805,2
5806,9
5807,5
5808,5
5809,3
5810,9
5811,8
5812,3
5813,0
5814,6
5815,7
5816,0
5817,8
5818,3
5819,6
5820,1
5821,4
5822,3
5823,0
5824,5
5825,2
5826,4
5827,7
5828,7
5829,3
5830,3
5831,0
5832,3
5833,4
5834,4
5835,4
5836,4
5837,9
5838,0
5839,1
5840,3
5841,2
5842,2
5843,2
5844,4
5845,9
5846,9
5847,0
5848,8
5849,6
5850,0
5851,0
5852,2
5853,5
5854,8
5855,3
5856,9
5857,1
5858,8
5859,2
5860,8
5861,2
5862,3
5863,2
5864,6
5865,4
5866,5
5867,2
5868,5
5869,9
5870,4
5871,5
5872,5
5873,0
5874,0
5875,8
5876,8
5877,3
5878,8
5879,1
5880,8
5881,1
5882,9
5883,0
5884,6
5885,3
5886,6
5887,8
5888,4
5889,2
5890,7
5891,4
5892,2
5893,3
5894,6
5895,4
5896,0
5897,3
5898,0
5899,3
5900,7
5901,7
5902,1
5903,3
5904,9
5905,3
5906,6
5907,7
5908,5
5909,4
5910,6
5911,2
5912,5
5913,6
5914,8
5915,0
5916,4
5917,9
5918,9
5919,4
5920,3
5921,5
5922,8
5923,6
5924,3
5925,8
5926,5
5927,9
5928,0
5929,2
5930,7
5931,5
5932,4
5933,4
5934,8
5935,0
5936,5
5937,7
5938,6
5939,4
5940,5
5941,8
5942,4
5943,2
5944,6
5945,5
5946,3
5947,4
5948,7
5949,9
5950,8
5951,0
5952,0
5953,2
5954,4
5955,6
5956,3
5957,2
5958,7
5959,9
5960,2
5961,7
5962,7
5963,4
5964,0
5965,3
5966,3
5967,4
5968,5
5969,9
5970,6
5971,0
5972,3
5973,9
5974,0
5975,9
5976,9
5977,6
5978,3
5979,4
5980,0
5981,9
5982,6
5983,7
5984,0
5985,7
5986,9
5987,8
5988,5
5989,0
5990,5
5991,2
5992,8
5993,5
5994,0
5995,9
5996,7
5997,6
5998,5
5999,9
6000,2
6001,4
6002,5
6003,7
6004,5
6005,9
6006,3
6007,5
6008,4
6009,3
6010,0
6011,9
6012,4
6013,2
6014,6
6015,7
6016,3
6017,5
6018,5
6019,2
6020,3
6021,8
6022,9
6023,7
6024,9
6025,3
6026,2
6027,8
6028,2
6029,8
6030,6
6031,1
6032,9
6033,7
6034,0
6035,9
6036,2
6037,0
6038,8
6039,0
6040,4
6041,0
6042,0
6043,5
6044,5
6045,8
6046,9
6047,3
6048,8
6049,8
6050,5
6051,3
6052,6
6053,8
6054,4
6055,2
6056,4
6057,7
6058,7
6059,9
6060,0
6061,9
6062,8
6063,7
6064,2
6065,5
6066,6
6067,1
6068,2
6069,7
6070,2
6071,4
6072,0
6073,9
6074,7
6075,5
6076,3
6077,3
6078,4
6079,0
6080,0
6081,2
6082,9
6083,4
6084,5
6085,2
6086,2
6087,9
6088,5
6089,3
6090,0
6091,5
6092,7
6093,0
6094,2
6095,8
6096,5
6097,4
6098,7
6099,3
6100,9
6101,8
6102,0
6103,0
6104,0
6105,0
6106,8
6107,7
6108,2
6109,8
6110,2
6111,7
6112,7
6113,5
6114,8
6115,9
6116,7
6117,3
6118,3
6119,9
6120,3
6121,6
6122,9
6123,6
6124,4
6125,5
6126,3
6127,5
6128,5
6129,7
6130,9
6131,0
6132,0
6133,7
6134,0
6135,3
6136,2
6137,2
6138,8
6139,4
6140,1
6141,7
6142,8
6143,9
6144,6
6145,0
6146,2
6147,4
6148,2
6149,8
6150,7
6151,2
6152,5
6153,2
6154,9
6155,2
6156,0
6157,8
6158,2
6159,0
6160,8
6161,8
6162,5
6163,3
6164,5
6165,8
6166,3
6167,6
6168,4
6169,7
6170,2
6171,3
6172,5
6173,3
6174,3
6175,7
6176,6
6177,5
6178,0
6179,2
6180,8
6181,3
6182,9
6183,1
6184,4
6185,3
6186,4
6187,2
6188,0
6189,4
6190,7
6191,9
6192,2
6193,3
6194,6
6195,7
6196,3
6197,1
6198,3
6199,2
6200,8
6201,2
6202,5
6203,2
6204,2
6205,2
6206,0
6207,6
6208,7
6209,5
6210,4
6211,5
6212,9
6213,6
6214,7
6215,5
6216,5
6217,9
6218,4
6219,8
6220,4
6221,4
6222,2
6223,2
6224,8
6225,8
6226,3
6227,4
6228,0
6229,4
6230,4
6231,4
6232,4
6233,4
6234,1
6235,9
6236,0
6237,3
6238,4
6239,3
6240,0
6241,7
6242,7
6243,3
6244,6
6245,9
6246,1
6247,3
6248,0
6249,5
6250,1
6251,3
6252,2
6253,2
6254,4
6255,4
6256,2
6257,1
6258,5
6259,1
6260,4
6261,3
6262,7
6263,0
6264,0
6265,3
6266,6
6267,4
6268,3
6269,2
6270,5
6271,8
6272,5
6273,1
6274,0
6275,9
6276,6
6277,0
6278,2
6279,3
6280,2
6281,5
6282,6
6283,7
6284,7
6285,3
6286,9
6287,5
6288,3
6289,0
6290,5
6291,2
6292,9
6293,2
6294,1
6295,8
6296,4
6297,2
6298,1
6299,5
6300,3
6301,2
6302,0
6303,4
6304,9
6305,9
6306,0
6307,5
6308,4
6309,7
6310,5
6311,3
6312,9
6313,9
6314,2
6315,9
6316,3
6317,7
6318,0
6319,2
6320,4
6321,0
6322,7
6323,4
6324,5
6325,0
6326,8
6327,5
6328,0
6329,0
6330,8
6331,0
6332,8
6333,3
6334,5
6335,9
6336,8
6337,2
6338,7
6339,0
6340,3
6341,0
6342,4
6343,4
6344,2
6345,5
6346,0
6347,2
6348,0
6349,9
6350,1
6351,4
6352,2
6353,7
6354,3
6355,3
6356,5
6357,8
6358,1
6359,9
6360,2
6361,0
6362,3
6363,9
6364,2
6365,8
6366,2
6367,3
6368,2
6369,3
6370,0
6371,3
6372,1
6373,1
6374,9
6375,4
6376,9
6377,5
6378,5
6379,3
6380,4
6381,7
6382,4
6383,3
6384,8
6385,6
6386,6
6387,4
6388,4
6389,3
6390,0
6391,3
6392,9
6393,2
6394,9
6395,0
6396,3
6397,6
6398,0
6399,0
6400,0
6401,7
6402,9
6403,0
6404,0
6405,9
6406,9
6407,2
6408,3
6409,0
6410,2
6411,0
6412,2
6413,2
6414,5
6415,9
6416,6
6417,5
6418,4
6419,9
6420,2
6421,3
6422,6
6423,7
6424,9
6425,5
6426,3
6427,9
6428,4
6429,0
6430,6
6431,9
6432,2
6433,8
6434,0
6435,5
6436,2
6437,4
6438,4
6439,4
6440,2
6441,4
6442,4
6443,4
6444,7
6445,3
6446,7
6447,2
6448,7
6449,9
6450,2
6451,4
6452,8
6453,3
6454,2
6455,3
6456,5
6457,2
6458,2
6459,4
6460,7
6461,5
6462,3
6463,7
6464,2
6465,4
6466,9
6467,0
6468,8
6469,7
6470,9
6471,2
6472,7
6473,8
6474,4
6475,9
6476,7
6477,9
6478,4
6479,7
6480,1
6481,0
6482,5
6483,0
6484,5
6485,9
6486,9
6487,0
6488,5
6489,0
6490,7
6491,9
6492,5
6493,3
6494,3
6495,0
6496,9
6497,3
6498,9
6499,7
6500,2
6501,7
6502,7
6503,5
6504,9
6505,2
6506,6
6507,5
6508,3
6509,6
6510,3
6511,2
6512,9
6513,8
6514,4
6515,8
6516,0
6517,8
6518,5
6519,7
6520,5
6521,4
6522,9
6523,8
6524,3
6525,1
6526,2
6527,4
6528,0
6529,3
6530,1
6531,4
6532,9
6533,1
6534,9
6535,0
6536,2
6537,5
6538,7
6539,7
6540,3
6541,3
6542,8
6543,7
6544,7
6545,3
6546,5
6547,0
6548,4
6549,4
6550,2
6551,8
6552,3
6553,2
6554,4
6555,7
6556,4
6557,9
6558,8
6559,7
6560,8
6561,8
6562,9
6563,8
6564,0
6565,8
6566,7
6567,5
6568,9
6569,7
6570,7
6571,6
6572,4
6573,9
6574,7
6575,6
6576,4
6577,2
6578,5
6579,6
6580,9
6581,0
6582,2
6583,4
6584,7
6585,3
6586,2
6587,5
6588,4
6589,7
6590,4
6591,8
6592,8
6593,3
6594,5
6595,4
6596,2
6597,8
6598,3
6599,8
6600,4
6601,5
6602,2
6603,4
6604,6
6605,1
6606,3
6607,4
6608,6
6609,4
6610,2
6611,5
6612,6
6613,0
6614,1
6615,0
6616,3
6617,8
6618,5
6619,8
6620,0
6621,8
6622,4
6623,9
6624,0
6625,4
6626,5
6627,7
6628,3
6629,9
6630,8
6631,0
6632,4
6633,3
6634,9
6635,9
6636,6
6637,5
6638,3
6639,7
6640,6
6641,7
6642,3
6643,8
6644,9
6645,9
6646,3
6647,4
6648,9
6649,7
6650,3
6651,2
6652,8
6653,4
6654,8
6655,7
6656,0
6657,2
6658,6
6659,5
6660,1
6661,9
6662,4
6663,4
6664,2
6665,2
6666,3
6667,8
6668,2
6669,1
6670,4
6671,4
6672,3
6673,3
6674,8
6675,0
6676,7
6677,4
6678,8
6679,2
6680,4
6681,7
6682,7
6683,4
6684,0
6685,3
6686,4
6687,3
6688,5
6689,2
6690,6
6691,8
6692,8
6693,9
6694,4
6695,4
6696,9
6697,7
6698,9
6699,8
6700,3
6701,4
6702,8
6703,2
6704,9
6705,0
6706,2
6707,2
6708,7
6709,9
6710,3
6711,3
6712,7
6713,7
6714,2
6715,0
6716,7
6717,5
6718,3
6719,3
6720,0
6721,3
6722,8
6723,0
6724,3
6725,1
6726,4
6727,9
6728,2
6729,5
6730,7
6731,2
6732,5
6733,9
6734,1
6735,7
6736,1
6737,5
6738,0
6739,8
6740,0
6741,9
6742,3
6743,7
6744,8
6745,4
6746,8
6747,4
6748,0
6749,3
6750,2
6751,0
6752,2
6753,8
6754,0
6755,9
6756,4
6757,5
6758,7
6759,0
6760,0
6761,0
6762,9
6763,1
6764,5
6765,0
6766,2
6767,9
6768,8
6769,3
6770,0
6771,4
6772,2
6773,1
6774,7
6775,7
6776,7
6777,9
6778,4
6779,5
6780,2
6781,2
6782,4
6783,7
6784,9
6785,9
6786,0
6787,3
6788,9
6789,5
6790,7
6791,8
6792,4
6793,5
6794,8
6795,9
6796,3
6797,0
6798,2
6799,1
6800,0
6801,5
6802,7
6803,4
6804,9
6805,3
6806,9
6807,5
6808,9
6809,9
6810,0
6811,3
6812,2
6813,0
6814,3
6815,0
6816,2
6817,3
6818,2
6819,9
6820,6
6821,5
6822,3
6823,5
6824,9
6825,8
6826,2
6827,5
6828,8
6829,8
6830,7
6831,8
6832,4
6833,9
6834,8
6835,3
6836,8
6837,3
6838,9
6839,2
6840,3
6841,5
6842,5
6843,8
6844,3
6845,5
6846,8
6847,0
6848,0
6849,7
6850,9
6851,7
6852,2
6853,8
6854,7
6855,7
6856,0
6857,7
6858,5
6859,5
6860,0
6861,4
6862,3
6863,8
6864,3
6865,0
6866,7
6867,3
6868,7
6869,0
6870,5
6871,7
6872,5
6873,4
6874,5
6875,3
6876,9
6877,0
6878,9
6879,5
6880,9
6881,2
6882,3
6883,2
6884,6
6885,7
6886,2
6887,3
6888,8
6889,5
6890,2
6891,9
6892,2
6893,4
6894,7
6895,0
6896,8
6897,3
6898,6
6899,3
6900,9
6901,7
6902,9
6903,9
6904,0
6905,8
6906,9
6907,5
6908,5
6909,8
6910,0
6911,9
6912,0
6913,8
6914,5
6915,5
6916,3
6917,5
6918,5
6919,0
6920,2
6921,0
6922,2
6923,8
6924,7
6925,8
6926,0
6927,3
6928,2
6929,6
6930,2
6931,9
6932,4
6933,3
6934,5
6935,4
6936,8
6937,0
6938,2
6939,0
6940,4
6941,4
6942,2
6943,1
6944,0
6945,6
6946,3
6947,5
6948,7
6949,5
6950,1
6951,9
6952,4
6953,8
6954,5
6955,4
6956,8
6957,5
6958,0
6959,6
6960,0
6961,9
6962,4
6963,2
6964,2
6965,0
6966,4
6967,4
6968,3
6969,0
6970,4
6971,8
6972,4
6973,0
6974,1
6975,4
6976,3
6977,1
6978,4
6979,2
6980,5
6981,6
6982,1
6983,9
6984,8
6985,7
6986,5
6987,3
6988,8
6989,9
6990,8
6991,0
6992,3
6993,9
6994,2
6995,2
6996,9
6997,8
6998,1
6999,5
7000,1
7001,2
7002,4
7003,2
7004,4
7005,7
7006,4
7007,0
7008,5
7009,1
7010,4
7011,4
7012,3
7013,6
7014,4
7015,2
7016,0
7017,7
7018,9
7019,0
7020,8
7021,2
7022,4
7023,0
7024,3
7025,9
7026,9
7027,4
7028,3
7029,8
7030,5
7031,3
7032,4
7033,7
7034,2
7035,5
7036,4
7037,6
7038,4
7039,0
7040,2
7041,4
7042,3
7043,8
7044,2
7045,1
7046,0
7047,7
7048,3
7049,4
7050,2
7051,8
7052,5
7053,5
7054,3
7055,0
7056,2
7057,0
7058,9
7059,3
7060,3
7061,9
7062,6
7063,5
7064,2
7065,8
7066,5
7067,2
7068,4
7069,3
7070,9
7071,2
7072,0
7073,5
7074,9
7075,9
7076,3
7077,5
7078,4
7079,3
7080,9
7081,7
7082,6
7083,4
7084,7
7085,9
7086,4
7087,0
7088,8
7089,7
7090,4
7091,7
7092,5
7093,1
7094,0
7095,6
7096,8
7097,9
7098,7
7099,1
7100,1
7101,3
7102,8
7103,4
7104,8
7105,0
7106,9
7107,7
7108,7
7109,2
7110,3
7111,3
7112,3
7113,2
7114,3
7115,3
7116,0
7117,0
7118,8
7119,8
7120,8
7121,7
7122,2
7123,5
7124,8
7125,1
7126,9
7127,4
7128,9
7129,2
7130,4
7131,2
7132,2
7133,4
7134,8
7135,4
7136,9
7137,6
7138,7
7139,4
7140,7
7141,8
7142,2
7143,8
7144,5
7145,0
7146,7
7147,4
7148,1
7149,8
7150,7
7151,7
7152,2
7153,0
7154,5
7155,0
7156,3
7157,5
7158,1
7159,4
7160,8
7161,4
7162,9
7163,7
7164,6
7165,3
7166,9
7167,4
7168,7
7169,2
7170,5
7171,9
7172,2
7173,9
7174,7
7175,5
7176,1
7177,3
7178,1
7179,7
7180,2
7181,0
7182,3
7183,5
7184,9
7185,3
7186,0
7187,2
7188,5
7189,7
7190,3
7191,0
7192,9
7193,2
7194,0
7195,0
7196,9
7197,0
7198,9
7199,0
7200,0
7201,7
7202,0
7203,9
7204,9
7205,1
7206,7
7207,9
7208,7
7209,4
7210,2
7211,9
7212,7
7213,5
7214,8
7215,9
7216,2
7217,7
7218,3
7219,8
7220,5
7221,2
7222,8
7223,6
7224,7
7225,9
7226,2
7227,9
7228,3
7229,0
7230,1
7231,7
7232,9
7233,2
7234,3
7235,0
7236,6
7237,9
7238,9
7239,9
7240,1
7241,6
7242,3
7243,2
7244,5
7245,8
7246,2
7247,7
7248,5
7249,1
7250,2
7251,5
7252,3
7253,3
7254,8
7255,0
7256,3
7257,8
7258,2
7259,4
7260,3
7261,6
7262,4
7263,3
7264,0
7265,4
7266,8
7267,9
7268,2
7269,5
7270,2
7271,2
7272,1
7273,6
7274,8
7275,5
7276,9
7277,8
7278,5
7279,3
7280,7
7281,5
7282,0
7283,5
7284,8
7285,9
7286,2
7287,4
7288,3
7289,8
7290,3
7291,9
7292,2
7293,9
7294,8
7295,4
7296,5
7297,9
7298,4
7299,4
7300,3
7301,8
7302,8
7303,9
7304,2
7305,4
7306,9
7307,1
7308,3
7309,2
7310,9
7311,2
7312,4
7313,4
7314,8
7315,3
7316,0
7317,9
7318,9
7319,3
7320,7
7321,4
7322,2
7323,4
7324,1
7325,5
7326,8
7327,5
7328,9
7329,9
7330,1
7331,5
7332,8
7333,7
7334,2
7335,9
7336,2
7337,2
7338,2
7339,4
7340,4
7341,3
7342,8
7343,4
7344,7
7345,3
7346,4
7347,9
7348,2
7349,2
7350,0
7351,4
7352,4
7353,7
7354,9
7355,7
7356,3
7357,9
7358,8
7359,0
7360,7
7361,9
7362,0
7363,3
7364,4
7365,0
7366,9
7367,3
7368,5
7369,8
7370,2
7371,8
7372,7
7373,7
7374,0
7375,8
7376,2
7377,3
7378,3
7379,0
7380,2
7381,5
7382,2
7383,2
7384,2
7385,9
7386,4
7387,4
7388,2
7389,8
7390,0
7391,5
7392,9
7393,5
7394,6
7395,6
7396,4
7397,8
7398,9
7399,0
7400,5
7401,9
7402,6
7403,5
7404,9
7405,2
7406,3
7407,3
7408,7
7409,7
7410,3
7411,8
7412,0
7413,6
7414,5
7415,0
7416,6
7417,6
7418,8
7419,7
7420,9
7421,6
7422,5
7423,5
7424,7
7425,9
7426,9
7427,1
7428,9
7429,5
7430,7
7431,5
7432,4
7433,3
7434,7
7435,3
7436,2
7437,6
7438,0
7439,2
7440,2
7441,1
7442,7
7443,9
7444,3
7445,5
7446,3
7447,7
7448,3
7449,4
7450,4
7451,7
7452,3
7453,0
7454,3
7455,2
7456,8
7457,5
7458,7
7459,2
7460,7
7461,0
7462,9
7463,7
7464,0
7465,2
7466,8
7467,3
7468,5
7469,7
7470,1
7471,1
7472,4
7473,8
7474,0
7475,0
7476,4
7477,8
7478,7
7479,3
7480,2
7481,0
7482,4
7483,8
7484,9
7485,0
7486,7
7487,3
7488,2
7489,1
7490,5
7491,5
7492,7
7493,9
7494,9
7495,4
7496,3
7497,0
7498,3
7499,6
7500,4
7501,4
7502,3
7503,5
7504,1
7505,9
7506,4
7507,6
7508,9
7509,3
7510,7
7511,4
7512,3
7513,9
7514,5
7515,9
7516,2
7517,7
7518,3
7519,2
7520,0
7521,2
7522,7
7523,3
7524,8
7525,0
7526,5
7527,7
7528,5
7529,4
7530,6
7531,7
7532,7
7533,7
7534,7
7535,0
7536,2
7537,0
7538,2
7539,4
7540,3
7541,4
7542,1
7543,9
7544,2
7545,2
7546,5
7547,9
7548,1
7549,5
7550,2
7551,2
7552,4
7553,1
7554,3
7555,1
7556,5
7557,5
7558,3
7559,8
7560,4
7561,4
7562,5
7563,5
7564,9
7565,3
7566,4
7567,7
7568,2
7569,4
7570,2
7571,0
7572,3
7573,5
7574,1
7575,2
7576,5
7577,6
7578,2
7579,9
7580,4
7581,8
7582,2
7583,1
7584,8
7585,0
7586,8
7587,8
7588,2
7589,2
7590,9
7591,3
7592,5
7593,0
7594,3
7595,3
7596,9
7597,0
7598,3
7599,5
7600,4
7601,4
7602,8
7603,9
7604,3
7605,4
7606,3
7607,5
7608,8
7609,8
7610,7
7611,8
7612,0
7613,4
7614,0
7615,4
7616,0
7617,9
7618,1
7619,4
7620,7
7621,4
7622,6
7623,0
7624,2
7625,7
7626,5
7627,5
7628,7
7629,6
7630,3
7631,4
7632,7
7633,3
7634,4
7635,5
7636,4
7637,9
7638,0
7639,2
7640,4
7641,2
7642,4
7643,3
7644,4
7645,8
7646,0
7647,6
7648,7
7649,4
7650,1
7651,0
7652,7
7653,4
7654,3
7655,8
7656,5
7657,2
7658,9
7659,3
7660,3
7661,0
7662,7
7663,2
7664,0
7665,8
7666,5
7667,2
7668,7
7669,5
7670,0
7671,4
7672,3
7673,9
7674,8
7675,4
7676,0
7677,2
7678,6
7679,2
7680,9
7681,4
7682,2
7683,2
7684,2
7685,0
7686,8
7687,5
7688,3
7689,9
7690,8
7691,7
7692,8
7693,9
7694,9
7695,4
7696,3
7697,4
7698,2
7699,5
7700,4
7701,6
7702,2
7703,8
7704,0
7705,5
7706,0
7707,0
7708,5
7709,0
7710,3
7711,5
7712,5
7713,4
7714,8
7715,7
7716,9
7717,5
7718,0
7719,0
7720,9
7721,8
7722,0
7723,9
7724,4
7725,8
7726,9
7727,3
7728,7
7729,2
7730,2
7731,9
7732,0
7733,0
7734,4
7735,0
7736,3
7737,9
7738,0
7739,4
7740,8
7741,2
7742,3
7743,2
7744,2
7745,3
7746,4
7747,2
7748,6
7749,9
7750,3
7751,5
7752,9
7753,8
7754,5
7755,9
7756,5
7757,4
7758,5
7759,0
7760,3
7761,0
7762,5
7763,0
7764,3
7765,7
7766,5
7767,9
7768,0
7769,2
7770,8
7771,0
7772,4
7773,5
7774,5
7775,9
7776,0
7777,6
7778,7
7779,7
7780,8
7781,3
7782,8
7783,8
7784,8
7785,0
7786,0
7787,1
7788,5
7789,0
7790,5
7791,7
7792,5
7793,8
7794,9
7795,8
7796,5
7797,4
7798,5
7799,4
7800,8
7801,5
7802,8
7803,5
7804,9
7805,0
7806,4
7807,2
7808,5
7809,3
7810,6
7811,9
7812,7
7813,3
7814,5
7815,9
7816,4
7817,7
7818,5
7819,0
7820,5
7821,9
7822,3
7823,3
7824,9
7825,4
7826,4
7827,4
7828,7
7829,0
7830,3
7831,4
7832,2
7833,3
7834,2
7835,0
7836,2
7837,1
7838,9
7839,8
7840,2
7841,2
7842,8
7843,0
7844,3
7845,0
7846,0
7847,8
7848,3
7849,2
7850,3
7851,3
7852,7
7853,0
7854,7
7855,2
7856,4
7857,0
7858,7
7859,0
7860,0
7861,4
7862,5
7863,0
7864,6
7865,4
7866,4
7867,0
7868,8
7869,0
7870,4
7871,9
7872,8
7873,0
7874,0
7875,0
7876,4
7877,9
7878,6
7879,2
7880,2
7881,0
7882,3
7883,8
7884,5
7885,3
7886,4
7887,9
7888,2
7889,3
7890,3
7891,0
7892,4
7893,8
7894,8
7895,4
7896,7
7897,2
7898,0
7899,2
7900,4
7901,1
7902,7
7903,3
7904,3
7905,9
7906,4
7907,5
7908,4
7909,0
7910,3
7911,3
7912,2
7913,8
7914,3
7915,8
7916,2
7917,0
7918,4
7919,3
7920,9
7921,8
7922,2
7923,9
7924,2
7925,6
7926,5
7927,9
7928,5
7929,2
7930,7
7931,9
7932,6
7933,0
7934,4
7935,8
7936,4
7937,5
7938,3
7939,1
7940,9
7941,5
7942,9
7943,0
7944,7
7945,5
7946,9
7947,5
7948,8
7949,4
7950,4
7951,9
7952,7
7953,2
7954,0
7955,9
7956,4
7957,7
7958,3
7959,5
7960,8
7961,8
7962,2
7963,0
7964,7
7965,3
7966,9
7967,5
7968,1
7969,8
7970,3
7971,0
7972,0
7973,2
7974,9
7975,2
7976,1
7977,6
7978,4
7979,9
7980,2
7981,6
7982,5
7983,8
7984,0
7985,3
7986,7
7987,9
7988,4
7989,4
7990,7
7991,5
7992,4
7993,2
7994,9
7995,9
7996,3
7997,3
7998,2
7999,3
8000,5
8001,9
8002,3
8003,8
8004,9
8005,9
8006,6
8007,0
8008,7
8009,3
8010,1
8011,4
8012,5
8013,2
8014,0
8015,3
8016,5
8017,8
8018,0
8019,5
8020,8
8021,5
8022,5
8023,4
8024,8
8025,3
8026,3
8027,3
8028,3
8029,8
8030,3
8031,3
8032,7
8033,6
8034,9
8035,8
8036,2
8037,5
8038,2
8039,5
8040,7
8041,7
8042,2
8043,0
8044,2
8045,8
8046,3
8047,6
8048,6
8049,5
8050,1
8051,4
8052,7
8053,3
8054,9
8055,2
8056,0
8057,8
8058,8
8059,9
8060,8
8061,9
8062,7
8063,7
8064,5
8065,9
8066,5
8067,2
8068,3
8069,0
8070,5
8071,5
8072,7
8073,3
8074,7
8075,3
8076,0
8077,2
8078,0
8079,5
8080,1
8081,0
8082,2
8083,2
8084,5
8085,0
8086,8
8087,9
8088,1
8089,0
8090,7
8091,7
8092,2
8093,5
8094,8
8095,2
8096,2
8097,0
8098,4
8099,5
8100,9
8101,3
8102,9
8103,5
8104,4
8105,2
8106,2
8107,8
8108,2
8109,0
8110,0
8111,2
8112,0
8113,7
8114,0
8115,7
8116,0
8117,3
8118,9
8119,6
8120,9
8121,4
8122,4
8123,7
8124,8
8125,0
8126,9
8127,9
8128,8
8129,2
8130,5
8131,8
8132,0
8133,1
8134,4
8135,4
8136,7
8137,7
8138,5
8139,0
8140,5
8141,2
8142,8
8143,4
8144,0
8145,2
8146,1
8147,1
8148,2
8149,4
8150,4
8151,0
8152,3
8153,7
8154,8
8155,8
8156,4
8157,9
8158,2
8159,0
8160,9
8161,3
8162,5
8163,8
8164,7
8165,4
8166,4
8167,4
8168,8
8169,9
8170,8
8171,7
8172,5
8173,2
8174,3
8175,2
8176,4
8177,9
8178,4
8179,5
8180,4
8181,2
8182,7
8183,3
8184,7
8185,8
8186,8
8187,2
8188,5
8189,9
8190,1
8191,7
8192,4
8193,3
8194,1
8195,2
8196,0
8197,5
8198,4
8199,3
8200,9
8201,9
8202,6
8203,5
8204,7
8205,9
8206,6
8207,5
8208,2
8209,2
8210,3
8211,8
8212,3
8213,2
8214,3
8215,9
8216,7
8217,7
8218,2
8219,0
8220,2
8221,2
8222,4
8223,8
8224,8
8225,7
8226,1
8227,7
8228,4
8229,0
8230,2
8231,4
8232,8
8233,3
8234,2
8235,2
8236,4
8237,7
8238,7
8239,2
8240,0
8241,8
8242,5
8243,0
8244,4
8245,7
8246,8
8247,7
8248,0
8249,7
8250,9
8251,1
8252,4
8253,0
8254,8
8255,3
8256,2
8257,3
8258,2
8259,4
8260,0
8261,4
8262,4
8263,5
8264,0
8265,4
8266,3
8267,9
8268,8
8269,7
8270,6
8271,9
8272,7
8273,2
8274,3
8275,5
8276,7
8277,0
8278,5
8279,3
8280,0
8281,2
8282,4
8283,7
8284,0
8285,9
8286,5
8287,4
8288,0
8289,2
8290,2
8291,5
8292,1
8293,5
8294,6
8295,5
8296,5
8297,7
8298,3
8299,9
8300,4
8301,3
8302,7
8303,4
8304,3
8305,5
8306,2
8307,7
8308,6
8309,9
8310,4
8311,2
8312,5
8313,0
8314,0
8315,2
8316,7
8317,1
8318,5
8319,0
8320,5
8321,9
8322,4
8323,0
8324,9
8325,5
8326,1
8327,9
8328,2
8329,5
8330,1
8331,9
8332,7
8333,7
8334,2
8335,4
8336,9
8337,7
8338,2
8339,3
8340,9
8341,5
8342,5
8343,7
8344,7
8345,4
8346,0
8347,3
8348,5
8349,5
8350,2
8351,6
8352,5
8353,9
8354,9
8355,4
8356,5
8357,0
8358,2
8359,9
8360,5
8361,7
8362,2
8363,2
8364,7
8365,0
8366,9
8367,5
8368,5
8369,5
8370,2
8371,0
8372,8
8373,0
8374,3
8375,8
8376,2
8377,2
8378,4
8379,4
8380,4
8381,0
8382,7
8383,0
8384,9
8385,3
8386,3
8387,8
8388,9
8389,4
8390,4
8391,3
8392,5
8393,0
8394,3
8395,0
8396,3
8397,2
8398,0
8399,7
8400,7
8401,4
8402,7
8403,7
8404,9
8405,6
8406,5
8407,5
8408,3
8409,3
8410,2
8411,2
8412,6
8413,0
8414,8
8415,8
8416,0
8417,0
8418,9
8419,9
8420,9
8421,3
8422,0
8423,7
8424,9
8425,4
8426,2
8427,2
8428,8
8429,8
8430,4
8431,7
8432,2
8433,9
8434,8
8435,0
8436,9
8437,7
8438,3
8439,3
8440,4
8441,3
8442,1
8443,1
8444,4
8445,9
8446,5
8447,2
8448,8
8449,5
8450,7
8451,5
8452,9
8453,3
8454,4
8455,7
8456,4
8457,0
8458,3
8459,8
8460,8
8461,0
8462,4
8463,8
8464,8
8465,2
8466,0
8467,5
8468,3
8469,8
8470,6
8471,5
8472,9
8473,0
8474,7
8475,1
8476,0
8477,9
8478,8
8479,4
8480,8
8481,5
8482,3
8483,7
8484,6
8485,3
8486,2
8487,4
8488,2
8489,7
8490,8
8491,8
8492,7
8493,4
8494,4
8495,2
8496,9
8497,0
8498,3
8499,9
8500,6
8501,5
8502,9
8503,3
8504,9
8505,8
8506,4
8507,5
8508,0
8509,4
8510,9
8511,3
8512,1
8513,6
8514,8
8515,4
8516,2
8517,3
8518,2
8519,1
8520,9
8521,3
8522,4
8523,0
8524,5
8525,2
8526,8
8527,2
8528,3
8529,6
8530,3
8531,4
8532,3
8533,0
8534,8
8535,9
8536,0
8537,7
8538,3
8539,3
8540,0
8541,6
8542,2
8543,1
8544,8
8545,9
8546,8
8547,0
8548,5
8549,3
8550,0
8551,8
8552,2
8553,8
8554,1
8555,7
8556,4
8557,9
8558,4
8559,3
8560,7
8561,4
8562,0
8563,6
8564,4
8565,7
8566,0
8567,7
8568,0
8569,0
8570,2
8571,0
8572,4
8573,5
8574,8
8575,4
8576,5
8577,5
8578,4
8579,0
8580,6
8581,9
8582,3
8583,4
8584,7
8585,8
8586,9
8587,5
8588,7
8589,5
8590,1
8591,3
8592,0
8593,1
8594,9
8595,3
